,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
1716,CHEMBL5172433,COc1ccc(CNC(=O)OC(C)(C)C)cc1OCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',42900.0,nM,4.37,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.367542707815276,COc1ccc(CNC(=O)OC(C)(C)C)cc1OCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
476,CHEMBL3623172,CN(CC(=O)O)NC(=O)C[C@H](N)[C@H](O)[C@@H](O)CN,IC50,'=',43000.0,nM,4.37,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,4.366531544420414,CN(CC(=O)O)NC(=O)C[C@H](N)[C@H](O)[C@@H](O)CN
241,CHEMBL231331,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@H](N)C[C@H](N)C4)nc(N4C[C@@H](O)[C@@H](O)C4)n3)cc2O)cc1,IC50,'=',43000.0,nM,4.37,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.366531544420414,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@H](N)C[C@H](N)C4)nc(N4C[C@@H](O)[C@@H](O)C4)n3)cc2O)cc1
645,CHEMBL283611,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)C3C(=O)c4c(O)cccc4[C@H](CSCCC(=O)O)C3CC12,IC50,'=',43200.0,nM,4.37,,F,Inhibitory activity against tetracycline uptake in everted membrane vesicles derived from Tc-resistant Escherichia coli bearing class B tetracycline resistance efflux protein (Tet),Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.364516253185088,CN(C)[C@@H]1C(=O)C(C(N)=O)=C(O)[C@@]2(O)C(O)C3C(=O)c4c(O)cccc4[C@H](CSCCC(=O)O)C3CC12
317,CHEMBL1085551,Cl.Nc1ncc(-c2cccc(NC(=O)C34CC5CC(CC(C5)C3)C4)c2)[nH]1,IC50,'=',43400.0,nM,4.36,,F,Inhibition of Escherichia coli biofilm formation after 24 hrs by crystal violet reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.36251027048749,Cl.Nc1ncc(-c2cccc(NC(=O)C34CC5CC(CC(C5)C3)C4)c2)[nH]1
1812,CHEMBL5179966,O=C1O[C@@H](CO)CN1c1ccc(C#CCO)c(F)c1,IC50,'=',43600.0,nM,4.36,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.360513510731414,O=C1O[C@@H](CO)CN1c1ccc(C#CCO)c(F)c1
531,CHEMBL512923,O=C(NC1CCC1)c1ccc(-c2ccc(O)c(O)c2)o1,IC50,'=',43900.0,nM,4.36,,F,Antibacterial activity against Escherichia coli AS19,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.357535479757878,O=C(NC1CCC1)c1ccc(-c2ccc(O)c(O)c2)o1
1731,CHEMBL4753787,CC/C=C/C=C/[C@@]1(C)OC(c2ccsc2C)=C(C(=O)OC)C1=O,IC50,'=',44000.0,nM,4.36,,F,Antibacterial activity against Escherichia coli harboring delta tolC mutant assessed as inhibition of bacterial growth incubated for 24 hrs,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,4.356547323513812,CC/C=C/C=C/[C@@]1(C)OC(c2ccsc2C)=C(C(=O)OC)C1=O
417,CHEMBL101406,CCCCCCCCCCCOc1cccc(O)c1C(=O)O,IC50,'=',44000.0,nM,4.36,,F,Ability to inhibit autophosphorylation of NR11 and/or transphosphorylation of NR1 TCS proteins from Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.356547323513812,CCCCCCCCCCCOc1cccc(O)c1C(=O)O
708,CHEMBL231230,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4CCCC(O)C4)nc(N4C[C@H](N)C[C@H](N)C4)n3)cc2O)cc1,IC50,'=',44000.0,nM,4.36,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.356547323513812,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4CCCC(O)C4)nc(N4C[C@H](N)C[C@H](N)C4)n3)cc2O)cc1
1550,CHEMBL357505,CNC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O,IC50,'=',45000.0,nM,4.35,,F,Antibacterial activity against Escherichia coli expressing MraY,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.346787486224656,CNC[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O
60,CHEMBL219572,N[C@@H]1C[C@H](N)CN(c2nc(NO)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',45000.0,nM,4.35,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.346787486224656,N[C@@H]1C[C@H](N)CN(c2nc(NO)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
536,CHEMBL56129,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1,IC50,'=',45000.0,nM,4.35,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.346787486224656,Nc1ncc(Cc2ccc3c(c2)OCO3)c(N)n1
1375,CHEMBL184541,NCC[C@@H](NC(=O)c1ccc(-c2cccc(NC(=O)c3cnc4ccccc4c3)c2)o1)C(=O)N1CCNCC1,IC50,'=',46000.0,nM,4.34,,F,In vitro dissociation constant of compound required for inhibition of Escherichia coli translation was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.337242168318426,NCC[C@@H](NC(=O)c1ccc(-c2cccc(NC(=O)c3cnc4ccccc4c3)c2)o1)C(=O)N1CCNCC1
684,CHEMBL1085550,Cl.Nc1ncc(-c2cccc(NC(=O)CCC3CCCC3)c2)[nH]1,IC50,'=',47000.0,nM,4.33,,F,Inhibition of Escherichia coli biofilm formation after 24 hrs by crystal violet reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.327902142064283,Cl.Nc1ncc(-c2cccc(NC(=O)CCC3CCCC3)c2)[nH]1
1681,CHEMBL5175286,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3ccccn3)cc2)c(F)c1,IC50,'=',47200.0,nM,4.33,,F,Antibacterial activity against recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.3260580013659125,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3ccccn3)cc2)c(F)c1
1331,CHEMBL1922563,O=C(O)c1cc(-c2ccc(Cl)s2)c(Cl)cc1O,IC50,'=',48500.0,nM,4.31,,F,Antibacterial activity against Escherichia coli AS19 after 10 hrs by fluorescence assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.314258261397736,O=C(O)c1cc(-c2ccc(Cl)s2)c(Cl)cc1O
1198,CHEMBL596182,C[C@H]1[C@@H](OCc2cc(O)cc(O)c2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,IC50,'=',48590.0,nM,4.31,,F,Antibacterial activity against Escherichia coli ATCC 35218 by modified CLSI/NCCLS method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.313453100936994,C[C@H]1[C@@H](OCc2cc(O)cc(O)c2)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
748,CHEMBL2417989,O=C(CSCCOCCS)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,IC50,'=',48700.0,nM,4.31,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts after 90 mins by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.3124710387853655,O=C(CSCCOCCS)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
1570,CHEMBL3272430,CCN(CC)CCNc1nc(C(Cl)(Cl)Cl)nc2cc(Cl)ccc12,IC50,'=',50000.0,nM,4.3,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.301029995663981,CCN(CC)CCNc1nc(C(Cl)(Cl)Cl)nc2cc(Cl)ccc12
409,CHEMBL113823,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1,IC50,'=',50000.0,nM,4.3,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.301029995663981,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1
481,CHEMBL4535845,COc1ccc(C(N[C@@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)O)c2nnnn2C2CCCCC2)cc1,IC50,'<',50000.0,nM,,,F,Growth inhibition of Escherichia coli BL21 after 3 to 6 hrs by spectrophotometric analysis,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.301029995663981,COc1ccc(C(N[C@@H](Cc2ccc(OCc3ccccc3)cc2)C(=O)O)c2nnnn2C2CCCCC2)cc1
1261,CHEMBL116617,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2cccnc2)C(=O)N1,IC50,'=',50000.0,nM,4.3,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.301029995663981,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2cccnc2)C(=O)N1
624,CHEMBL513095,C=CCCNC(=O)c1ccc(-c2ccc(O)c(O)c2)o1,IC50,'=',50800.0,nM,4.29,,F,Antibacterial activity against Escherichia coli AS19,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.294136287716081,C=CCCNC(=O)c1ccc(-c2ccc(O)c(O)c2)o1
1437,CHEMBL5194211,CC(C(=O)NCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F)N1CCN(C(=O)OC(C)(C)C)CC1,IC50,'=',50900.0,nM,4.29,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.293282217663241,CC(C(=O)NCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F)N1CCN(C(=O)OC(C)(C)C)CC1
812,CHEMBL1683415,CN(CC1CNC(NC(N)=O)=NC1=O)C(=O)C[C@@H](N)CCCNC(=N)N,IC50,'=',51000.0,nM,4.29,,F,Inhibition of protein translation in Escherichia coli S30 cell extract,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.292429823902063,CN(CC1CNC(NC(N)=O)=NC1=O)C(=O)C[C@@H](N)CCCNC(=N)N
328,CHEMBL3272432,C/C(=C\C(=N\NC(=N)N)c1ccccc1)c1ccccc1,IC50,'=',51000.0,nM,4.29,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.292429823902063,C/C(=C\C(=N\NC(=N)N)c1ccccc1)c1ccccc1
699,CHEMBL1922559,O=C(O)c1ccc(-c2cc(Cl)sc2Cl)cc1O,IC50,'=',51400.0,nM,4.29,,F,Antibacterial activity against Escherichia coli AS19 after 10 hrs by fluorescence assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.289036881004725,O=C(O)c1ccc(-c2cc(Cl)sc2Cl)cc1O
4,CHEMBL560418,CCCCCc1cc2c(c(O)c1C(=O)O)-c1cc(C)c(O)cc1C(C)(C)O2,IC50,'=',54000.0,nM,4.27,,F,Antibacterial activity against Escherichia coli ATCC 35218 after 18 to 24 hrs by alamar blue assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,4.267606240177032,CCCCCc1cc2c(c(O)c1C(=O)O)-c1cc(C)c(O)cc1C(C)(C)O2
623,CHEMBL459996,O=C(NC1CC1)c1ccc(-c2ccc(O)c(O)c2)o1,IC50,'=',55000.0,nM,4.26,,F,Antibacterial activity against Escherichia coli AS19,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.259637310505756,O=C(NC1CC1)c1ccc(-c2ccc(O)c(O)c2)o1
1781,CHEMBL5173353,Cl.N=C(N)NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1,IC50,'=',55700.0,nM,4.25,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.254144804826271,Cl.N=C(N)NCc1ccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)cc1
500,CHEMBL2235332,O=c1ccn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]1,IC50,'=',57300.0,nM,4.24,,F,Antimicrobial activity against Escherichia coli (DH5alpha) after 16 hr by spectrophotometry,Escherichia coli,,Escherichia coli,Escherichia coli,Med Chem Res,4.24184537803261,O=c1ccn(C/C(=N/Nc2ccccc2)c2ccccc2)c(=O)[nH]1
1075,CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,'=',58000.0,nM,4.24,,F,Antibacterial activity against Escherichia coli K12 MG1655 after 4 hrs,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.236572006437063,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O
240,CHEMBL389084,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@@H](N)[C@@H](N)C3)n2)C1,IC50,'=',58000.0,nM,4.24,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.236572006437063,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@@H](N)[C@@H](N)C3)n2)C1
373,CHEMBL186122,O=C(NO)c1cc(CSc2ccccc2Br)on1,IC50,'=',60000.0,nM,4.22,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.221848749616356,O=C(NO)c1cc(CSc2ccccc2Br)on1
1490,CHEMBL5181242,C[n+]1ccccc1-c1ccc(N2C[C@H](CO)OC2=O)cc1F.[Cl-],IC50,'=',60400.0,nM,4.22,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.218963061378868,C[n+]1ccccc1-c1ccc(N2C[C@H](CO)OC2=O)cc1F.[Cl-]
1197,CHEMBL273272,COc1ccn(C)c(=O)n1,IC50,'=',61000.0,nM,4.21,,F,In vitro inhibition of Escherichia coli K-12 growth.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.214670164989233,COc1ccn(C)c(=O)n1
595,CHEMBL117489,NC(N)=NCCC[C@H]1COc2ccc(NS(=O)(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1,IC50,'=',62000.0,nM,4.21,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.207608310501746,NC(N)=NCCC[C@H]1COc2ccc(NS(=O)(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1
707,CHEMBL385787,CNc1nc(N2C[C@H](N)C[C@H](N)C2)nc(N2C[C@H](N)C[C@H](N)C2)n1,IC50,'=',62000.0,nM,4.21,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.207608310501746,CNc1nc(N2C[C@H](N)C[C@H](N)C2)nc(N2C[C@H](N)C[C@H](N)C2)n1
428,CHEMBL187965,O=C(NO)c1cc(CSc2ccccc2Cl)on1,IC50,'=',62500.0,nM,4.2,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.204119982655925,O=C(NO)c1cc(CSc2ccccc2Cl)on1
345,CHEMBL101975,O=C(O)c1c(O)cccc1OCCC(c1ccccc1)(c1ccccc1)c1ccccc1,IC50,'=',63000.0,nM,4.2,,F,Ability to inhibit autophosphorylation of NR11 and/or transphosphorylation of NR1 TCS proteins from Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.200659450546418,O=C(O)c1c(O)cccc1OCCC(c1ccccc1)(c1ccccc1)c1ccccc1
985,CHEMBL384715,N[C@@H]1C[C@H](N)CN(c2nc(NC3CCCCC3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',63000.0,nM,4.2,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.200659450546418,N[C@@H]1C[C@H](N)CN(c2nc(NC3CCCCC3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
256,CHEMBL494924,CC(=O)Nc1ccc(-c2csc(C)n2)cc1[N+](=O)[O-],IC50,'=',63300.0,nM,4.2,,F,Antibacterial activity against Escherichia coli AS19,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.198596289982645,CC(=O)Nc1ccc(-c2csc(C)n2)cc1[N+](=O)[O-]
880,CHEMBL3234398,CCCc1cc(O)c(Cl)c2c1Oc1c(Cl)c(O)c(Cl)c(CCC)c1C(=O)O2,IC50,'=',64000.0,nM,4.19,,F,Antibacterial activity against extended spectrum beta-lactamase-deficient Escherichia coli 12-14 after 18 hrs by broth microdilution method,Escherichia coli,,Escherichia coli,Escherichia coli,J Nat Prod,4.1938200260161125,CCCc1cc(O)c(Cl)c2c1Oc1c(Cl)c(O)c(Cl)c(CCC)c1C(=O)O2
694,CHEMBL542894,CN(C(=O)C[C@@H](N)CCC(N)=O)C1CN=C(NC(N)=O)NC1=O.Cl,IC50,'=',64000.0,nM,4.19,,F,In vitro inhibition of procaryotic translation using Escherichia coli S30 Extract system for Circular DNA.,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.1938200260161125,CN(C(=O)C[C@@H](N)CCC(N)=O)C1CN=C(NC(N)=O)NC1=O.Cl
1674,CHEMBL5173020,NC(=S)Nc1cccc(C#Cc2ccc(N3C[C@H](CO)OC3=O)cc2F)c1,IC50,'=',64500.0,nM,4.19,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.1904402853647325,NC(=S)Nc1cccc(C#Cc2ccc(N3C[C@H](CO)OC3=O)cc2F)c1
1777,CHEMBL5202779,CC(C)(C)OC(=O)NCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',64700.0,nM,4.19,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.189095719331299,CC(C)(C)OC(=O)NCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
842,CHEMBL402124,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1[C@H](c1nnn[nH]1)CS2,IC50,'=',65000.0,nM,4.19,,F,Inhibition of pili-dependent biofilm formation of Escherichia coli HB101/pPAP5,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.187086643357144,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1[C@H](c1nnn[nH]1)CS2
702,CHEMBL2368792,CC(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N(C)C)ncnc32)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1CO,IC50,'=',66000.0,nM,4.18,,F,Inhibition of firefly luciferase mRNA translation in Escherichia coli after 1 hr relative to control,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.180456064458132,CC(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N(C)C)ncnc32)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1CO
1493,CHEMBL5191953,CC(C)(C)OC(=O)NC(CO)CC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',67800.0,nM,4.17,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.168770306132936,CC(C)(C)OC(=O)NC(CO)CC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
1551,CHEMBL4800245,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cccc(OC)c6oc5=O)cs4)cc3)nn2)cc1,IC50,'=',68000.0,nM,4.17,,F,Inhibition of biofilm formation in Escherichia coli MTCC 739 incubated for 24 hrs by crystal violet staining based microtiter plate method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.167491087293763,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6cccc(OC)c6oc5=O)cs4)cc3)nn2)cc1
1316,CHEMBL5183209,C[n+]1cccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c1.[Cl-],IC50,'=',70600.0,nM,4.15,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.151195298948196,C[n+]1cccc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c1.[Cl-]
1088,CHEMBL440968,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@@H](O)[C@@H](O)C3)n2)C1,IC50,'=',72000.0,nM,4.14,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.142667503568732,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc5ccccc5c4O)cc3)nc(N3C[C@@H](O)[C@@H](O)C3)n2)C1
1415,CHEMBL1922551,Cc1ccc(-c2ccc(C(=O)O)c(O)c2)s1,IC50,'=',73100.0,nM,4.14,,F,Antibacterial activity against Escherichia coli AS19 after 10 hrs by fluorescence assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.13608262304214,Cc1ccc(-c2ccc(C(=O)O)c(O)c2)s1
27,CHEMBL307464,COc1ccc(/C=C/C(=O)C(F)(F)F)cc1,IC50,'=',74131.02,nM,4.13,,F,Inhibition of UV-induced mutagenesis in Escherichia coli WP2uvrA,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.130000024196025,COc1ccc(/C=C/C(=O)C(F)(F)F)cc1
597,CHEMBL1922561,O=C(O)c1cc(-c2cccs2)c(Cl)cc1O,IC50,'=',74600.0,nM,4.13,,F,Antibacterial activity against Escherichia coli AS19 after 10 hrs by fluorescence assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.127261172527331,O=C(O)c1cc(-c2cccs2)c(Cl)cc1O
1145,CHEMBL333837,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CCCNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1,IC50,'=',75000.0,nM,4.12,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.1249387366083,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CCCNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1
1651,CHEMBL5193259,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3ccncc3)cc2)c(F)c1,IC50,'=',75200.0,nM,4.12,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.123782159408358,O=C1O[C@@H](CO)CN1c1ccc(-c2ccc(-c3ccncc3)cc2)c(F)c1
433,CHEMBL1649771,Nc1ncc(-c2ccc(F)cc2)[nH]1,IC50,'=',75500.0,nM,4.12,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.1220530483708115,Nc1ncc(-c2ccc(F)cc2)[nH]1
1100,CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,IC50,'=',76000.0,nM,4.12,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.119186407719209,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
1723,CHEMBL5193171,O=C1O[C@@H](CO)CN1c1ccc(-c2ccccn2)c(F)c1,IC50,'=',76800.0,nM,4.12,,F,Antibacterial activity against efflux pump lacking Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.114638779968488,O=C1O[C@@H](CO)CN1c1ccc(-c2ccccn2)c(F)c1
